,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
92,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
93,55 A 64,Muita vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,FEM,3ª série,Não,Sim,Não,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
94,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,4ª série (ou 5º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
95,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Outros,SUDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
96,35 A 44,Muita vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
97,45 A 54,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Outros,Não,Não,Não,Parda,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Reduzir a violência,Não sabe/ Não respondeu
98,35 A 44,Alguma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior completo,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
99,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Sim,Parda,Outros,NORDESTE,CAPITAL,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
100,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,FEM,3ª série,Sim,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
101,18 A 24,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior incompleto,Sim,Sim,Sim,Branca,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
102,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Sim,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
103,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,2ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
104,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
105,35 A 44,Alguma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Sim,Sim,Sim,Outros,Assembléia de Deus,NORTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
106,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
107,35 A 44,Alguma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Superior completo,Sim,Sim,Sim,Parda,Outros,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
108,65 E MAIS,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,4ª série (ou 5º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
109,16 E 17,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,FEM,2ª série,Não,Não,Não,Parda,Outros,SUDESTE,CAPITAL,Ampliar os espaços de participação política da população,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
110,25 A 34,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,Superior incompleto,Sim,Sim,Sim,Parda,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
111,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
112,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Outros,Outros,Outros,Preta,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
113,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,FEM,2ª série,Não,Não,Não,Preta,Outras Evangélicas específicas,CENTRO OESTE,INTERIOR,Incentivar a geração de empregos,Não sabe/ Não respondeu
114,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Sim,Sim,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
115,55 A 64,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Superior completo,Não,Sim,Sim,Parda,Católica Apostólica Romana,SUL,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
116,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Outros,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
117,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
118,55 A 64,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
119,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 10 A 20,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
120,45 A 54,Alguma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
121,18 A 24,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,MAS,2ª série,Não,Não,Não,Branca,Outros,CENTRO OESTE,CAPITAL,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
122,45 A 54,Muita vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,4ª série (ou 5º ano),Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
123,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,MAS,Outros,Não,Não,Não,Outros,Outras Evangélicas específicas,SUL,PERIFERIA,Ampliar o uso de energias renováveis,Não sabe/ Não respondeu
124,18 A 24,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Branca,Outras Evangélicas específicas,NORDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
125,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Não,Preta,Outros,SUL,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
126,35 A 44,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,FEM,Superior completo,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
127,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da educação,Não sabe/ Não respondeu
128,65 E MAIS,Não sabe/ Não respondeu,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Outros,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
129,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Sim,Sim,Não,Parda,Assembléia de Deus,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
130,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
131,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
132,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
133,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
134,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Sim,Parda,Assembléia de Deus,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
135,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Sim,Sim,Parda,É religioso mas não segue nenhuma/ Agnóstico,CENTRO OESTE,CAPITAL,Reduzir as desigualdades sociais,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
136,55 A 64,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Parda,Assembléia de Deus,NORTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
137,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
138,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
139,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Assembléia de Deus,NORTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
140,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Branca,Assembléia de Deus,NORDESTE,CAPITAL,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
141,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Branca,Outras Evangélicas específicas,SUDESTE,PERIFERIA,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
142,55 A 64,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUL,INTERIOR,Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
143,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
144,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Parda,Assembléia de Deus,NORTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
145,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Não,Não,Parda,Assembléia de Deus,NORDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
146,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Outros,SUDESTE,CAPITAL,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
147,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
148,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
149,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
150,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,3ª série,Não,Não,Não,Parda,Outras Evangélicas específicas,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
151,35 A 44,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,Superior incompleto,Sim,Sim,Sim,Branca,Outros,SUL,CAPITAL,Incentivar a geração de empregos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
152,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Não,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,CAPITAL,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
153,18 A 24,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,Superior incompleto,Não,Não,Não,Branca,Outros,SUDESTE,CAPITAL,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
154,18 A 24,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,2ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Ampliar o uso de energias renováveis,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
155,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Não sabe/ Não respondeu,Não sabe/ Não respondeu
156,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
157,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Sim,Não,Não,Preta,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
158,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
159,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior incompleto,Sim,Não,Não,Parda,Católica Apostólica Romana,SUL,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
160,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
161,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Ampliar o uso de energias renováveis,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
